,DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
932,206.6848529019396,-0.10664438379586466,0.6185610336383307,643.2264902440007,0,0.05182718507590855,37,17260.76480906414,12522.895214662141,6372.340672067857,-2.3565257221117983,-0.12629999999999894,1
933,222.3244231078495,-0.04541968695898442,0.6523419210977867,440.1866704680008,1,0.03427746009372073,29,17585.16608683993,16711.951878189266,1276.3161666971118,-7.4846384033467475,4.649940000000004,1
934,427.4551586392965,-0.0522879023460724,0.6787728229753931,965.572522968002,0,0.028472064069372707,79,33852.794665710004,23384.276009038316,15349.328819466433,-5.7009698813346565,6.047500000000008,1
935,-232.5053524301732,-0.11756978534324705,0.34267244950840137,614.1165185940006,0,0.029030371997076775,22,10294.028605756072,7518.933718597239,6559.665754900574,-4.823956723913776,4.366300000000004,0
936,132.4354926875518,-0.06647007723729079,0.5900506183480151,441.13921296400076,0,0.03705128901152549,27,21274.56481595208,20748.140914403837,909.6610173096524,-5.398809103050767,1.9829,1
937,142.6328996387617,-0.04310763818864812,0.613529296267526,351.12929991200065,0,0.0307658023906878,21,10037.250920498593,9471.152729028629,750.9725440935307,-5.861034479935754,4.431500000000004,1
938,151.31127722043271,-0.04701630903845741,0.6313386425797772,371.1481207720005,0,0.03617869082361173,21,3536.3346120031665,2745.798235950514,2325.5097841386028,-4.546047989591811,2.5822000000000003,1
939,108.85701042223415,-0.058733404519533225,0.6115779728380021,268.0978554640004,1,0.03528664843771738,17,4453.039323507884,4174.635208414439,569.2092405814527,-3.404713026264167,1.4019999999999997,0
940,264.6578133184753,-0.02265964415560924,0.7404664902526971,288.22016351600075,0,0.026113793055401572,28,3757.2720065123876,3311.268013367203,984.8363037429336,-4.807646073187566,3.8965400000000026,1
941,279.86214339418467,-0.07393312564825019,0.7031601796048452,402.2406241880007,0,0.03787279177219753,34,6862.833510366755,4800.9839390640445,3321.498544848244,-2.556300638798445,3.005100000000002,0
942,91.13168301880236,-0.0720049366837991,0.6000952076453663,250.08546094,0,0.04443878745973921,10,2938.6298213545674,2621.869053262587,574.5987743908395,-3.7080684397136165,1.8697,0
